NOME	REGIME	ANO	NUMERO	CURSO
Melissa Melo	Dirigente associativo	2	3733	EE
Davi Ribeiro	Normal	1	4028	TDM
Melissa Rodrigues	Normal	2	33702	CONT
Joao Pedro Rodrigues	Normal	3	4195	EA
Murilo Martins	Normal	2	21485	EM
Emanuella Cunha	Normal	1	4300	MKT
Davi Almeida	Normal	3	15343	MKT
Marcos Vinicius da Mota	Normal	1	31523	TUR
Maria Sophia Ramos	Normal	2	5356	TUR
Antonio da Luz	Normal	2	4631	EI
Luiz Gustavo Cunha	Normal	3	2587	TDMO
Ana Laura Vieira	Normal	2	30314	EM
Daniela Cavalcanti	Normal	2	10503	EC
Rebeca Cardoso	Normal	1	8448	CONT
Heitor Pereira	Normal	3	3694	MKT
Luiz Miguel Rocha	Normal	3	3800	TDM
Barbara Fernandes	Normal	1	26200	CONT
Kamilly Azevedo	Normal	3	14458	EA
Catarina da Mota	Normal	2	5574	MKT
Samuel Araujo	Normal	3	4893	TUR
Andre da Rosa	Normal	2	3901	EA
Gustavo Henrique Nascimento	Normal	2	5329	EE
Lorena Moraes	Normal	3	4259	EI
Pedro Henrique Oliveira	Normal	1	5740	MKT
Amanda Santos	Normal	2	3894	TDM
Marina Ramos	Normal	3	3728	TDMO
Rafaela Rocha	Normal	3	7618	EE
Gabriel Barros	Normal	2	21580	MKT
Camila Rezende	Normal	1	5809	EE
Lorena da Mata	Normal	1	3820	CONT
Ana Melo	Normal	3	4496	TUR
Eloah Monteiro	Normal	2	3734	EM
Brenda da Luz	Normal	3	3087	GI
Joao Miguel Goncalves	Dirigente associativo	3	4250	TDM
Maria Sophia Lima	Normal	3	3064	CONT
Daniel Nunes	Normal	3	20796	GI
Marcelo da Mata	Normal	3	15798	EM
Nicole Porto	Normal	2	4063	EI
Yago Novaes	Normal	1	16281	EM
Thomas Barros	Normal	1	4651	CONT
Livia Ferreira	Normal	2	5636	EI
Alicia Cavalcanti	Normal	1	5372	TDM
Yasmin Rocha	Normal	3	5020	EM
Davi Lucas Castro	Trabalhador-estudante	3	20589	GI
Thales Carvalho	Trabalhador-estudante	3	5624	TUR
Joaquim Cavalcanti	Trabalhador-estudante	1	5963	EE
Pedro Porto	Trabalhador-estudante	2	21798	EC
Joana Ferreira	Trabalhador-estudante	2	4343	EM
Bryan Dias	Trabalhador-estudante	2	5668	TUR
Valentina da Rocha	Trabalhador-estudante	2	4207	TDM
Bernardo da Mota	Trabalhador-estudante	1	29009	CONT
Lavinia Fogaca	Trabalhador-estudante	2	28157	EM
Maria Alice da Rocha	Trabalhador-estudante	2	5093	EA
Cecilia Moura	Trabalhador-estudante	1	5135	TDMO
Kaique da Mota	Trabalhador-estudante	1	4681	EI
Luana Moura	Trabalhador-estudante	3	4913	TUR
Juan Azevedo	Trabalhador-estudante	3	5370	EI
Gabriel Barbosa	Trabalhador-estudante	1	3387	EC
Eduardo Cardoso	Trabalhador-estudante	2	5313	EI
Alicia Barros	Trabalhador-estudante	1	4139	GE
Alexia Cavalcanti	Trabalhador-estudante	1	21472	TDM
Carlos Eduardo Teixeira	Trabalhador-estudante	3	5289	EM
Julia Cunha	Trabalhador-estudante	1	3363	GE
Luiz Henrique Azevedo	Trabalhador-estudante	1	4967	CONT
Rafael Costa	Normal	3	4701	EC
Catarina da Mata	Normal	3	24622	TUR
Pietro Moreira	Normal	1	19538	MKT
Olivia Carvalho	Dirigente associativo	3	5735	EM
Carlos Eduardo Pinto	Normal	1	4188	TDMO
Clarice Pinto	Normal	1	5915	MKT
Natalia Lima	Normal	3	13292	EM
Maria Julia Melo	Normal	1	5130	EM
Sabrina Pires	Normal	3	4022	MKT
Stella Azevedo	Normal	2	7038	EM
Alana Rocha	Normal	1	4371	EM
Thales Lima	Normal	1	5697	TDMO
Gabriel Fernandes	Normal	2	4531	TUR
Gabrielly da Mota	Normal	1	5368	EC
Mirella da Rocha	Normal	2	4291	EE
Lavinia Lima	Normal	3	4678	GE
Olivia Azevedo	Normal	3	4378	TDM
Manuela Peixoto	Dirigente associativo	3	25179	MKT
Valentina Viana	Normal	1	19190	EA
Renan da Cruz	Normal	2	3681	TUR
Luigi Farias	Normal	1	30657	EA
Joaquim Castro	Normal	3	8958	EE
Sophie das Neves	Normal	1	5217	TUR
Leonardo Azevedo	Normal	2	5358	CONT
Larissa Moreira	Normal	3	3636	TUR
Anthony Moreira	Normal	3	5060	EC
Caua Sales	Normal	1	3448	EI
Camila das Neves	Normal	3	7191	EC
Matheus da Conceicao	Normal	3	4000	TDM
Evelyn da Mata	Normal	2	4672	EM
Alexandre da Rosa	Normal	3	3709	TDMO
Ana Carolina Correia	Normal	1	4285	MKT
Emanuella Cunha	Normal	2	20815	GI
Kamilly Viana	Normal	3	4719	EA
Cecilia Lima	Normal	3	5704	EA
Beatriz Martins	Normal	2	3559	TDMO
Raul Castro	Normal	1	23888	EA
Maria Alice Costa	Normal	3	5549	GE
Bianca Moreira	Normal	1	4711	GI
Davi Lucas Almeida	Normal	1	20156	MKT
Renan Fogaca	Normal	3	12511	GE
Calebe Costela	Normal	3	3459	MKT
Yago Souza	Normal	1	17202	EC
Maria Fernanda Pinto	Normal	3	3635	TDMO
Matheus Lopes	Normal	1	25272	EE
Davi Luiz Pereira	Normal	2	5240	MKT
Joao Pedro Lopes	Normal	3	21055	TDM
Raul da Conceicao	Normal	2	3160	EE
Stephany Fernandes	Normal	3	21328	EM
Leonardo Martins	Normal	2	3008	TUR
Kaique da Luz	Normal	1	3079	EA
Bianca da Rocha	Normal	3	4041	EE
Sophia da Cruz	Normal	3	23646	MKT
Bianca Nascimento	Normal	2	5752	CONT
Lorena Moura	Normal	1	27362	TUR
Ana Laura Santos	Normal	3	5170	TDMO
Brenda Freitas	Normal	2	4589	EA
Maria Luiza Dias	Normal	1	4298	EC
Alana Campos	Normal	2	5982	CONT
Raul Aragao	Normal	3	5927	EE
Augusto Porto	Normal	2	5886	TDM
Alana Pires	Normal	2	3744	TUR
Miguel Monteiro	Normal	1	5642	MKT
Maria da Mata	Normal	2	5648	GI
Joao Felipe Porto	Normal	2	4929	CONT
Vitoria Oliveira	Normal	2	4135	GE
Enzo Moreira	Normal	2	5561	EI
Catarina Pinto	Normal	1	19875	EA
Caue Rocha	Normal	1	3185	EA
Rafael Moraes	Normal	1	29433	TUR
Pedro Henrique da Rosa	Normal	1	3811	MKT
Livia Porto	Normal	2	3574	TDMO
Lucas Gabriel Jesus	Normal	2	3695	TDM
Luiz Otavio Moreira	Normal	1	5832	GI
Davi Caldeira	Normal	1	5673	EE
Thomas da Rocha	Normal	2	3633	EM
Vitor Gabriel da Mota	Normal	3	5785	CONT
Brenda Dias	Dirigente associativo	3	30869	EM
Pedro Henrique Cunha	Normal	3	21142	EM
Milena Moreira	Normal	2	5772	GE
Luigi Cardoso	Normal	3	24844	GI
Igor Barros	Normal	3	2416	CONT
Caroline Vieira	Normal	1	22881	MKT
Pietro Campos	Normal	2	32998	EC
Maria Sophia Santos	Normal	3	3268	GI
Pedro Lucas da Luz	Normal	2	11322	EI
Pietro Rocha	Normal	2	3934	TDM
Lavinia Silva	Normal	1	19651	EC
Paulo Carvalho	Normal	1	5244	EE
Isis Goncalves	Normal	3	11021	GI
Pietra Melo	Normal	3	6699	CONT
Eduarda Souza	Normal	1	3161	GE
Luigi Martins	Normal	2	3076	TDMO
Lorenzo Costela	Normal	2	29476	GI
Rafaela Castro	Normal	1	28892	CONT
Eloah Ribeiro	Normal	3	25389	CONT
Isis Moura	Normal	2	6075	EM
Maria Vitoria Correia	Normal	3	4744	EM
Alicia Campos	Normal	1	11712	GI
Caue Moura	Normal	1	5226	TUR
Marcos Vinicius Pinto	Normal	3	5575	EM
Ian Ferreira	Normal	2	3510	EI
Alicia Cunha	Normal	2	5695	EA
Noah Pires	Normal	3	4040	TDMO
Erick Carvalho	Normal	2	22003	EE
Rodrigo Pereira	Normal	1	4601	EM
Caroline Oliveira	Normal	1	3745	EC
Mariane Barbosa	Normal	3	3554	EC
Pedro Lucas Moura	Normal	1	4925	EE
Davi Sales	Normal	1	27869	TDM
Luigi Teixeira	Normal	2	3338	EM
Maria Azevedo	Normal	1	5980	EC
Benjamin da Mata	Normal	1	18861	EE
Pedro Lucas Monteiro	Normal	1	5308	GE
Gustavo Henrique Peixoto	Normal	2	15688	EM
Erick Castro	Normal	3	5187	MKT
Antonio da Mata	Normal	1	14401	EM
Caroline Gomes	Normal	3	10789	GI
Alana Monteiro	Normal	1	5200	EE
Melissa Caldeira	Normal	1	3016	EI
Gabriela Cardoso	Normal	2	5325	EI
Enzo Gabriel Pires	Normal	3	16255	GI
Maite Moura	Normal	2	4786	GE
Yuri Jesus	Normal	1	3609	TUR
Breno da Cruz	Normal	1	4795	EM
Thomas Barbosa	Normal	3	3638	EI
Maria Julia Pires	Normal	1	5124	TDMO
Matheus da Mota	Normal	2	5146	EC
Levi Oliveira	Dirigente associativo	1	4076	EM
Sophie Freitas	Normal	2	5515	TDM
Leonardo Souza	Normal	3	17423	TDM
Maria Fernandes	Normal	1	6002	GI
Joana Nunes	Normal	1	4826	GE
Davi Luiz da Conceicao	Normal	2	11585	GE
Gabriel Jesus	Normal	3	4897	GI
Samuel Freitas	Normal	3	3764	GI
Emanuella da Luz	Trabalhador-estudante	2	4058	EI
Barbara Monteiro	Trabalhador-estudante	3	25182	TUR
Raul Barros	Trabalhador-estudante	2	4180	GI
Pedro Miguel Rezende	Trabalhador-estudante	2	5782	TDMO
Gabrielly Moreira	Trabalhador-estudante	3	11285	TUR
Luna Goncalves	Trabalhador-estudante	2	28088	GI
Sofia Ferreira	Trabalhador-estudante	2	5595	EC
Isaac Porto	Trabalhador-estudante	3	4574	EM
Lucca Farias	Trabalhador-estudante	3	32426	GE
Nina da Paz	Trabalhador-estudante	1	3755	GI
Ana Livia Pereira	Trabalhador-estudante	1	29617	GI
Joao Miguel Nogueira	Trabalhador-estudante	3	4526	GE
Caue Rezende	Trabalhador-estudante	2	4349	MKT
Joao Felipe Teixeira	Trabalhador-estudante	1	4622	EM
Marina Pires	Trabalhador-estudante	3	4682	TDMO
Danilo Nogueira	Trabalhador-estudante	2	3817	EI
Arthur Oliveira	Trabalhador-estudante	1	3538	EE
Luiz Miguel Monteiro	Trabalhador-estudante	3	24757	TUR
Yuri Silva	Trabalhador-estudante	2	5654	EI
Ana Julia Freitas	Normal	3	5755	EI
Maysa da Cunha	Normal	2	3785	EM
Noah Costa	Normal	2	4669	GI
Ana Santos	Normal	3	3918	MKT
Lavinia Oliveira	Normal	3	10832	EI
Heitor Almeida	Normal	1	4637	TDM
Sophie Pinto	Normal	1	5889	GI
Leandro Vieira	Normal	1	31932	GI
Camila Rocha	Normal	2	4587	EI
Gabriela da Mota	Normal	2	5169	GE
Pedro Viana	Normal	3	3154	EE
Rebeca Cardoso	Normal	1	26721	EE
Ana Carolina Rodrigues	Normal	1	18189	EA
Noah Costa	Normal	3	5011	MKT
Francisco da Mata	Normal	3	20976	GE
Joao Gabriel da Rocha	Normal	1	32329	EM
Isabella Melo	Normal	3	3368	EE
Benjamin Monteiro	Normal	2	29692	EI
Paulo Nascimento	Normal	1	5410	GI
Daniela da Luz	Normal	3	5753	EC
Davi Lucca Silva	Normal	1	4777	MKT
Caua da Conceicao	Normal	1	22425	TDMO
Alana Duarte	Normal	1	11555	EC
Joao Lucas Silveira	Normal	1	4434	TDM
Kamilly da Luz	Dirigente associativo	3	3283	GI
Raquel Alves	Normal	1	3266	CONT
Heitor Pereira	Normal	3	5099	TDMO
Isabella Pires	Normal	2	3905	MKT
Carlos Eduardo Peixoto	Normal	1	17549	EM
Juliana Costela	Normal	1	8441	GE
Emanuelly Alves	Normal	2	10512	TUR
Esther Viana	Normal	1	5603	EE
Pedro Henrique Santos	Normal	3	5992	CONT
Luiz Felipe Silva	Normal	1	31145	CONT
Maria Cecilia Cardoso	Normal	3	4415	EE
Marcela Fernandes	Normal	3	19060	CONT
Diego da Cruz	Normal	3	22718	TDMO
Alana Rocha	Normal	3	4753	GE
Manuela da Cunha	Normal	1	17139	GI
Maria Clara Fernandes	Normal	1	13423	CONT
Bernardo Castro	Normal	1	17279	EI
Maria Luiza da Paz	Normal	2	26996	CONT
Kamilly Barros	Normal	2	17687	TUR
Ian Ferreira	Normal	1	5940	GI
Benjamin Dias	Normal	2	13529	EM
Ana Laura da Mata	Normal	3	23549	TDM
Brenda Nogueira	Normal	3	5198	MKT
Pedro Lucas Campos	Normal	1	18437	GE
Caroline Rodrigues	Normal	3	3812	EM
Raul Correia	Normal	2	20866	EE
Joao Felipe Castro	Normal	2	13949	CONT
Rafaela Sales	Normal	3	4115	EI
Daniela Silva	Normal	3	5493	EC
Davi Lucca da Conceicao	Normal	1	4706	EC
Marina Freitas	Normal	3	1193	EC
Heloisa Mendes	Normal	1	5859	EE
Ana Viana	Normal	2	5156	CONT
Bernardo da Rocha	Normal	2	3701	EA
Joao Pedro da Costa	Normal	2	5600	EM
Maria Luiza da Mota	Normal	1	4879	EE
Bruna Cunha	Normal	2	24195	EE
Heitor Pereira	Normal	3	21416	EI
Maite Fogaca	Normal	3	4963	EA
Melissa Nogueira	Normal	1	29286	GE
Ana Luiza Moura	Normal	2	17105	TDM
Igor Pereira	Normal	2	4740	GE
Samuel Carvalho	Normal	2	3058	EI
Juan da Cruz	Normal	2	4946	TDMO
Carolina Costela	Normal	3	3256	EA
Anthony Correia	Normal	3	3887	GI
Ana Beatriz da Paz	Normal	3	4059	MKT
Joao Guilherme Sales	Normal	1	5337	EC
Enzo Gabriel Costa	Normal	2	25488	TDM
Carolina da Cruz	Normal	3	17282	GI
Ana Laura Moura	Normal	3	13455	TUR
Daniel Aragao	Normal	1	3190	TDM
Felipe Nogueira	Normal	2	5064	EA
Barbara Cardoso	Normal	2	26734	EE
Juliana Fogaca	Normal	1	19114	CONT
Leandro Aragao	Normal	3	5757	EC
Breno Nogueira	Normal	1	12701	EA
Rafael Oliveira	Normal	3	3581	CONT
Luiz Miguel Correia	Normal	1	3455	EI
Alana Araujo	Normal	1	32316	GE
Murilo Fogaca	Normal	3	5702	EI
Caue Oliveira	Normal	2	21671	GI
Elisa Farias	Normal	2	5761	GI
Marina Freitas	Normal	3	4773	EC
Maite Fernandes	Normal	1	3423	CONT
Lavinia Oliveira	Normal	2	6786	EI
Nicolas Barros	Normal	3	3359	GE
Daniela Moura	Normal	2	13263	EM
Luigi Carvalho	Normal	2	3141	EC
Francisco Pinto	Normal	3	4184	TDMO
Elisa Santos	Normal	2	3967	EE
Bryan da Mota	Normal	1	25355	TUR
Ana Vitoria Ferreira	Normal	1	4968	EM
Theo Sales	Normal	1	3252	CONT
Alice da Conceicao	Normal	3	5051	EA
Joao Correia	Normal	2	32185	EM
Rodrigo Jesus	Normal	3	5241	EI
Theo Ferreira	Normal	3	4013	CONT
Helena Porto	Normal	1	5415	MKT
Pedro Lucas Pereira	Normal	2	5890	EA
Helena Vieira	Normal	2	21053	EI
Nicolas Cardoso	Normal	2	1912	GI
Alice Araujo	Normal	2	5483	TDMO
Evelyn Fogaca	Normal	3	11808	GE
Lucca da Rosa	Normal	1	3671	TDMO
Felipe Fernandes	Normal	2	2832	EE
Theo Jesus	Normal	3	21945	EM
Camila da Cunha	Normal	2	28756	EA
Luana da Mota	Normal	3	3658	TDM
Vitor Hugo Duarte	Normal	3	29321	GI
Caroline Ribeiro	Normal	2	20558	CONT
Pedro Miguel Cardoso	Normal	2	24646	EA
Matheus Barbosa	Normal	1	4703	EE
Vitor Gabriel Moura	Normal	3	28982	TDMO
Carolina Pereira	Normal	3	3473	EM
Emanuelly Monteiro	Normal	2	4009	TDMO
Agatha Rodrigues	Normal	3	3208	EM
Catarina Monteiro	Dirigente associativo	1	3584	EA
Caue Campos	Normal	1	5764	EA
Ian Monteiro	Normal	1	3893	EC
Andre Pinto	Normal	1	4071	TDMO
Alexandre da Rocha	Normal	3	1481	GI
Guilherme Nogueira	Normal	1	5155	CONT
Lara Lopes	Normal	1	4332	TUR
Valentina Martins	Normal	3	3782	EA
Noah Costela	Normal	2	4652	TDM
Isabella Nascimento	Normal	2	3026	TUR
Daniel Araujo	Normal	1	3993	MKT
Maria Sophia Freitas	Normal	2	5144	TDM
Joao Miguel da Conceicao	Normal	1	24196	EE
Eduarda Rezende	Normal	1	21222	EM
Thiago Teixeira	Trabalhador-estudante	1	5774	EA
Igor das Neves	Trabalhador-estudante	3	8129	TUR
Olivia Alves	Trabalhador-estudante	3	4799	EI
Maria Cecilia Lima	Trabalhador-estudante	1	3645	EC
Nicolas Nogueira	Trabalhador-estudante	1	3684	EC
Otavio Nunes	Trabalhador-estudante	1	4697	GE
Joao Pedro Ribeiro	Trabalhador-estudante	2	6535	EI
Pedro Henrique Cunha	Trabalhador-estudante	1	21450	TDMO
Calebe Souza	Trabalhador-estudante	3	4949	GE
Paulo Alves	Trabalhador-estudante	3	12173	EI
Isadora Carvalho	Trabalhador-estudante	1	4122	EA
Isabella Carvalho	Trabalhador-estudante	2	3395	EI
Elisa da Mata	Trabalhador-estudante	1	5812	EI
Maria Silveira	Trabalhador-estudante	3	5063	EM
Noah Melo	Trabalhador-estudante	1	11466	TUR
Maria Alice Gomes	Trabalhador-estudante	2	5939	EE
Theo Viana	Trabalhador-estudante	2	4209	MKT
Laura Ribeiro	Trabalhador-estudante	1	13044	CONT
Isis da Mota	Trabalhador-estudante	1	5405	EA
Kamilly Carvalho	Trabalhador-estudante	3	5942	EC
Luiz Felipe Rodrigues	Trabalhador-estudante	2	22659	EC
Stella Nunes	Trabalhador-estudante	1	27292	EC
Ana Julia Barbosa	Trabalhador-estudante	3	27439	TDMO
Maria Cecilia Alves	Normal	2	18253	EM
Isabel Nunes	Normal	3	3486	EA
Alice Moreira	Normal	2	3799	EE
Carlos Eduardo Viana	Normal	3	4720	EA
Ana Vitoria Santos	Normal	2	21024	GE
Maria Cecilia Moura	Normal	2	5088	TUR
Sophia Alves	Normal	1	4932	EC
Sofia Castro	Normal	3	3881	CONT
Diogo Moreira	Normal	1	5677	GI
Beatriz Rocha	Normal	1	27154	TDMO
Isis Ferreira	Normal	3	30510	EC
Davi Ribeiro	Normal	1	4825	EI
Luiz Miguel Cardoso	Normal	1	3985	MKT
Alicia Ribeiro	Normal	1	5745	GI
Guilherme Novaes	Normal	1	5659	EI
Joao Felipe Melo	Normal	3	21649	GI
Marcos Vinicius da Mata	Normal	3	3736	EA
Laura Campos	Normal	2	5316	EI
Isis Araujo	Dirigente associativo	1	4024	EI
Joao Gabriel Goncalves	Normal	1	14186	CONT
Theo Melo	Normal	1	5052	EA
Lucca Dias	Normal	2	9313	EM
Lorena da Mota	Normal	2	29022	GI
Enrico Carvalho	Normal	1	3168	EM
Pietro Fernandes	Normal	1	5810	EC
Emanuella da Cunha	Normal	2	4405	EA
Diego Oliveira	Normal	1	15018	TDMO
Gustavo Cardoso	Normal	2	4583	EC
Henrique Cardoso	Normal	3	19787	MKT
Ana Sophia Ramos	Normal	1	4189	EM
Joao Gabriel Nascimento	Normal	1	5629	TDM
Vitoria Carvalho	Normal	3	4844	GE
Mariane Campos	Normal	1	4986	TUR
Miguel Sales	Normal	3	5869	GI
Alice Pires	Normal	1	3692	EE
Isadora Moraes	Normal	1	10905	MKT
Nicolas Nascimento	Normal	2	5043	GI
Rafael Barros	Normal	2	4489	CONT
Ana Sophia Jesus	Normal	1	5450	EE
Joao Lucas Cardoso	Normal	1	18958	TDMO
Lucas Gabriel Peixoto	Normal	2	4804	TDMO
Gabriel Castro	Normal	1	8391	TUR
Joao Porto	Normal	3	3509	TDM
Maria Vieira	Normal	3	11202	EA
Yasmin da Conceicao	Normal	2	4625	EE
Sophia Castro	Normal	3	4286	EI
Luiz Fernando da Mota	Normal	3	4173	TDM
Nathan Santos	Normal	2	27477	TDM
Vitoria Moraes	Normal	1	3172	EA
Ana Sophia Fernandes	Normal	3	4971	TDMO
Eloah Rodrigues	Dirigente associativo	1	5095	EM
Lucca da Paz	Normal	1	5683	MKT
Vinicius Farias	Normal	1	5414	TDM
Otavio Pinto	Normal	1	5094	EC
Gabriel Viana	Normal	2	5206	TUR
Lorena Costela	Normal	3	3237	EE
Joao Miguel Pereira	Normal	1	5081	MKT
Stephany Ramos	Normal	1	4646	TDM
Vinicius Santos	Normal	3	3365	EE
Joao Felipe Viana	Normal	2	10314	EC
Brenda Souza	Normal	1	5339	EA
Maria Julia Goncalves	Normal	3	26824	MKT
Lavinia Caldeira	Normal	3	4333	CONT
Maria Julia Souza	Normal	2	4908	EC
Yasmin Freitas	Normal	3	3624	MKT
Luiz Gustavo Moreira	Normal	3	5868	GI
Helena Sales	Normal	1	30334	TUR
Clarice Moreira	Normal	1	26874	EC
Yasmin Rezende	Normal	1	5310	TDMO
Alexandre Santos	Normal	1	25372	EA
Kamilly Farias	Normal	3	21159	MKT
Caua da Cunha	Normal	2	4781	CONT
Diego da Paz	Normal	3	12833	EA
Leandro Costa	Normal	2	29070	EC
Joao Pedro das Neves	Normal	1	3786	TDM
Maite Ramos	Normal	1	3998	EC
Yago Nascimento	Normal	2	8487	GE
Eduarda Teixeira	Normal	2	5209	EM
Clara Nogueira	Normal	1	4030	EE
Luigi da Cruz	Normal	2	29297	GI
Maria Luiza da Mata	Normal	2	8518	MKT
Elisa da Conceicao	Normal	1	5608	MKT
Davi Fernandes	Normal	1	5107	CONT
Stella Lima	Dirigente associativo	2	3277	EA
Pietra Carvalho	Normal	2	3911	TUR
Joao Miguel da Costa	Normal	1	3282	TDM
Sofia Moreira	Normal	2	5058	TUR
Clarice da Luz	Normal	3	3364	MKT
Alexandre Fogaca	Normal	1	4665	EI
Vitoria Farias	Normal	3	4467	EC
Fernanda Fogaca	Normal	2	4080	EI
Joao Vitor Nogueira	Normal	3	9177	MKT
Fernando Silveira	Normal	3	4954	MKT
Augusto Nascimento	Normal	3	18773	EE
Leonardo Porto	Normal	1	33270	EC
Danilo Lima	Normal	1	2763	GI
Theo Rodrigues	Normal	1	3668	EM
Thomas Nunes	Normal	1	18192	EC
Isaac Araujo	Normal	3	5598	EE
Carlos Eduardo Silveira	Normal	1	14985	TUR
Ryan da Conceicao	Normal	1	9480	TDM
Henrique Castro	Normal	1	30213	EM
Nicole Nunes	Normal	1	5408	GE
Pedro Costela	Normal	2	3204	EE
Yuri Costela	Normal	2	5781	GE
Amanda Viana	Normal	1	3872	CONT
Lorena Melo	Normal	2	4618	EC
Murilo Fernandes	Normal	1	8627	TDMO
Luiz Gustavo Pires	Normal	3	31527	EC
Joao Miguel Monteiro	Normal	3	4841	GE
Leonardo Freitas	Normal	3	3021	TUR
Kaique Rocha	Normal	1	2543	GE
Leticia Moreira	Normal	1	2924	CONT
Thales da Conceicao	Normal	2	12023	EM
Joao Lucas Ribeiro	Normal	2	5818	GI
Marcela Costela	Normal	2	5856	TUR
Stephany Goncalves	Normal	2	4197	CONT
Eduardo Fogaca	Normal	1	30972	EC
Renan Rezende	Normal	2	14061	TUR
Vicente Aragao	Dirigente associativo	1	4437	GI
Andre Rodrigues	Normal	3	15181	EC
Ana Luiza Sales	Normal	2	32003	MKT
Lucas Moreira	Normal	3	5197	EM
Renan da Costa	Normal	1	28432	TDM
Luiz Henrique Nogueira	Normal	3	5919	MKT
Emanuella Peixoto	Normal	1	18505	EM
Davi Lucca Pereira	Normal	1	3806	GE
Caroline Viana	Normal	1	4034	TDM
Davi Lucas Farias	Normal	1	28593	EI
Raul Goncalves	Trabalhador-estudante	2	5433	EC
Isadora Cavalcanti	Trabalhador-estudante	3	4660	EE
Leticia Porto	Trabalhador-estudante	3	3329	EM
Lorena da Mota	Trabalhador-estudante	3	3422	EI
Sabrina da Costa	Trabalhador-estudante	2	3651	TDMO
Davi Lucca Cardoso	Trabalhador-estudante	2	23725	TDM
Lavinia Fogaca	Trabalhador-estudante	1	14031	EA
Ana Clara Novaes	Trabalhador-estudante	1	4341	CONT
Ryan Campos	Trabalhador-estudante	1	5714	TDMO
Yago Goncalves	Trabalhador-estudante	1	9492	CONT
Maite Gomes	Trabalhador-estudante	1	5871	MKT
Joao Felipe Barros	Trabalhador-estudante	2	4322	TDMO
Levi Nogueira	Trabalhador-estudante	2	5394	EA
Luiz Miguel Pereira	Trabalhador-estudante	1	1142	GI
Joao Pinto	Trabalhador-estudante	3	18222	EE
Yasmin Souza	Trabalhador-estudante	1	32286	GI
Elisa Mendes	Trabalhador-estudante	3	14064	EM
Bianca Vieira	Trabalhador-estudante	1	8900	MKT
Thomas Castro	Trabalhador-estudante	2	4939	EA
Thomas Pinto	Trabalhador-estudante	2	4453	EE
Ana Sophia Lopes	Trabalhador-estudante	1	5074	EC
Clarice da Mata	Trabalhador-estudante	2	20187	EC
Gabrielly da Cunha	Trabalhador-estudante	1	4499	TUR
Lais Campos	Trabalhador-estudante	1	9360	GI
Vitor Hugo Santos	Trabalhador-estudante	2	23413	EA
Clarice Dias	Trabalhador-estudante	1	4827	GI
Emilly Fogaca	Trabalhador-estudante	2	31974	TDMO
Francisco da Conceicao	Trabalhador-estudante	3	15270	EM
Yasmin Lopes	Trabalhador-estudante	2	4829	MKT
Vitoria Goncalves	Trabalhador-estudante	1	30170	EI
Pedro Freitas	Trabalhador-estudante	3	5720	EM
Thiago Costela	Trabalhador-estudante	3	3803	EA
Larissa Souza	Trabalhador-estudante	2	5223	EE
Leticia Goncalves	Trabalhador-estudante	3	5373	EM
Gabrielly da Cruz	Trabalhador-estudante	2	1235	GI
Julia Campos	Trabalhador-estudante	1	3447	TDMO
Erick Teixeira	Trabalhador-estudante	2	4641	EA
Nicolas Duarte	Trabalhador-estudante	3	31833	MKT
Calebe Silveira	Trabalhador-estudante	1	5357	MKT
Juliana Cardoso	Trabalhador-estudante	1	5730	GI
Emilly Cardoso	Trabalhador-estudante	2	20711	EI
Vitor Nunes	Normal	2	26760	TDMO
Benjamin Nascimento	Normal	2	3544	GI
Erick Nunes	Normal	3	19896	CONT
Ana Sophia Peixoto	Normal	3	3481	EE
Eduardo Nogueira	Normal	2	5473	MKT
Valentina Nunes	Normal	2	3290	TUR
Isabella Carvalho	Normal	3	5667	EI
Joana Araujo	Normal	2	3028	MKT
Fernanda Melo	Normal	3	8285	EC
Kevin Silveira	Normal	3	13550	EE
Julia Cavalcanti	Normal	3	1140	CONT
Alice Freitas	Normal	2	14694	TDM
Valentina Alves	Normal	1	22624	GI
Maria Fernanda da Luz	Dirigente associativo	1	29019	EM
Agatha Freitas	Normal	2	27576	TDMO
Natalia Ferreira	Normal	2	3136	EM
Ana Alves	Normal	2	22694	EI
Felipe Ferreira	Normal	3	3213	MKT
Maite Freitas	Normal	1	3550	TUR
Luiz Otavio da Cruz	Normal	1	23658	EI
Joana da Cunha	Normal	3	3896	EI
Alana Fernandes	Normal	2	4244	CONT
Eduarda Nunes	Normal	2	5036	GE
Leonardo Dias	Normal	2	4516	TDMO
Yago Duarte	Normal	3	27302	EM
Maria Luiza Azevedo	Normal	1	18371	EC
Felipe Duarte	Normal	2	23466	TUR
Isabelly Silva	Normal	1	5678	EI
Maria Fernanda Nunes	Normal	1	23593	EA
Isadora da Mota	Normal	3	3059	EM
Natalia Gomes	Normal	2	24851	EI
Esther Costa	Normal	3	26484	EA
Heitor Costela	Normal	1	4400	EM
Laura Fogaca	Normal	2	4959	TDMO
Luiza Lima	Dirigente associativo	1	2018	TDM
Daniel da Cruz	Normal	1	5852	TDMO
Maria Vitoria Cunha	Normal	1	29464	CONT
Joao Vitor Farias	Normal	3	5080	EM
Ana Julia Peixoto	Normal	2	5563	EC
Maria Clara Silveira	Normal	2	22119	GE
Mariana Rodrigues	Normal	2	5831	EA
Clarice Fernandes	Normal	2	24152	EA
Vitoria da Cunha	Normal	1	3041	TUR
